timestamp,symbol,price
2000-01-03 10:00:00,AAPL,25.12951285572157
2000-01-03 11:00:00,AAPL,25.09981117965669
2000-01-03 12:00:00,AAPL,25.267960474085722
2000-01-03 13:00:00,AAPL,25.660876256341304
2000-01-03 14:00:00,AAPL,25.605981424402074
2000-01-03 15:00:00,AAPL,25.551208220748695
2000-01-04 10:00:00,AAPL,25.96311124149687
2000-01-04 11:00:00,AAPL,26.168360838940284
2000-01-04 12:00:00,AAPL,26.051004700218215
2000-01-04 13:00:00,AAPL,26.197970240729397
2000-01-04 14:00:00,AAPL,26.082060976533334
2000-01-04 15:00:00,AAPL,25.96606417858456
2000-01-05 10:00:00,AAPL,26.034174643052786
2000-01-05 11:00:00,AAPL,25.545911437861797
2000-01-05 12:00:00,AAPL,25.114066400283967
2000-01-05 13:00:00,AAPL,24.97824455542238
2000-01-05 14:00:00,AAPL,24.731479775917116
2000-01-05 15:00:00,AAPL,24.81428239305891
2000-01-06 10:00:00,AAPL,24.594901112210835
2000-01-06 11:00:00,AAPL,24.254838241098195
2000-01-06 12:00:00,AAPL,24.61786995775121
2000-01-06 13:00:00,AAPL,24.567264300774948
2000-01-06 14:00:00,AAPL,24.588776999624454
2000-01-06 15:00:00,AAPL,24.24578135357742
2000-01-07 10:00:00,AAPL,24.118973434720317
2000-01-07 11:00:00,AAPL,24.15057129921031
2000-01-07 12:00:00,AAPL,23.878968688105807
2000-01-07 13:00:00,AAPL,23.97364448559962
2000-01-07 14:00:00,AAPL,23.83484757456677
2000-01-07 15:00:00,AAPL,23.770177675252544
2000-01-10 10:00:00,AAPL,23.63230637199747
2000-01-10 11:00:00,AAPL,24.078936925059967
2000-01-10 12:00:00,AAPL,24.080502775125005
2000-01-10 13:00:00,AAPL,23.831908840099576
2000-01-10 14:00:00,AAPL,24.033551648245766
2000-01-10 15:00:00,AAPL,23.74667220359962
2000-01-11 10:00:00,AAPL,23.80108192957704
2000-01-11 11:00:00,AAPL,23.343868009916278
2000-01-11 12:00:00,AAPL,23.04047558079767
2000-01-11 13:00:00,AAPL,23.090495658368315
2000-01-11 14:00:00,AAPL,23.266295198703126
2000-01-11 15:00:00,AAPL,23.310862137813128
2000-01-12 10:00:00,AAPL,23.288576358250136
2000-01-12 11:00:00,AAPL,23.22320323563656
2000-01-12 12:00:00,AAPL,22.88694586437244
2000-01-12 13:00:00,AAPL,22.727332074659444
2000-01-12 14:00:00,AAPL,22.627406954026334
2000-01-12 15:00:00,AAPL,22.872449116212433
2000-01-13 10:00:00,AAPL,22.95576891568277
2000-01-13 11:00:00,AAPL,22.55910767061564
2000-01-13 12:00:00,AAPL,22.636863639946416
2000-01-13 13:00:00,AAPL,22.554371136336783
2000-01-13 14:00:00,AAPL,22.406692109406432
2000-01-13 15:00:00,AAPL,22.54867784356331
2000-01-14 10:00:00,AAPL,22.786914077910524
2000-01-14 11:00:00,AAPL,23.00471577093092
2000-01-14 12:00:00,AAPL,22.817026947708086
2000-01-14 13:00:00,AAPL,22.751132615186755
2000-01-14 14:00:00,AAPL,22.831189547341662
2000-01-14 15:00:00,AAPL,23.05961951740491
2000-01-17 10:00:00,AAPL,22.95397840922474
2000-01-17 11:00:00,AAPL,22.915984562286244
2000-01-17 12:00:00,AAPL,22.66838750899531
2000-01-17 13:00:00,AAPL,22.403322346431835
2000-01-17 14:00:00,AAPL,22.59061433536076
2000-01-17 15:00:00,AAPL,22.903664633241423
2000-01-18 10:00:00,AAPL,22.891755506663387
2000-01-18 11:00:00,AAPL,23.127263349283933
2000-01-18 12:00:00,AAPL,23.215693952021333
2000-01-18 13:00:00,AAPL,23.071020724542556
2000-01-18 14:00:00,AAPL,23.15918059580295
2000-01-18 15:00:00,AAPL,23.522834673409392
2000-01-19 10:00:00,AAPL,23.519112234959263
2000-01-19 11:00:00,AAPL,23.894774951589028
2000-01-19 12:00:00,AAPL,23.28157703734947
2000-01-19 13:00:00,AAPL,23.478412636764837
2000-01-19 14:00:00,AAPL,23.503559046007
2000-01-19 15:00:00,AAPL,23.438073785473616
2000-01-20 10:00:00,AAPL,23.464283001825038
2000-01-20 11:00:00,AAPL,23.007119317211586
2000-01-20 12:00:00,AAPL,22.96122640060785
2000-01-20 13:00:00,AAPL,23.047979547637134
2000-01-20 14:00:00,AAPL,23.395812441271858
2000-01-20 15:00:00,AAPL,23.279528021455842
2000-01-21 10:00:00,AAPL,23.096692203860385
2000-01-21 11:00:00,AAPL,22.985689857831083
